DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationType,MonitoringLocationWaterbody,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-05-25,,,,,,Probe/Sensor,Salinity,,,0.1,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-05-25,,,,,,Probe/Sensor,Turbidity,,,66.4,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-05-25,,,,,,Probe/Sensor,"Temperature, water",,,13.3,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-05-25,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,166.8,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-05-31,,,,,,Probe/Sensor,Specific conductance,,,115.07,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-05-31,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,11.09,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-05-31,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,103.07,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-05-31,,,,,,Probe/Sensor,pH,,,8.64,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-05-31,,,,,,Probe/Sensor,Salinity,,,0.07,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-05-31,,,,,,Probe/Sensor,Turbidity,,,25.4,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-05-31,,,,,,Probe/Sensor,"Temperature, water",,,11.93,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-05-31,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,155.4,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-10,,,,,,Probe/Sensor,Specific conductance,,,177.27,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-10,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,9.7,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-10,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,100.6,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-10,,,,,,Probe/Sensor,pH,,,9.37,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-10,,,,,,Probe/Sensor,Salinity,,,0.1,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-10,,,,,,Probe/Sensor,Turbidity,,,84.4,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-10,,,,,,Probe/Sensor,"Temperature, water",,,17,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-10,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,105.77,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-16,,,,,,Probe/Sensor,Specific conductance,,,200.97,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-16,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.53,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-16,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,90.83,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-16,,,,,,Probe/Sensor,pH,,,8.71,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-16,,,,,,Probe/Sensor,Salinity,,,0.11,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-16,,,,,,Probe/Sensor,Turbidity,,,108.9,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-16,,,,,,Probe/Sensor,"Temperature, water",,,18.5,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-16,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,135.7,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-22,,,,,,Probe/Sensor,Specific conductance,,,175.6,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-22,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.18,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-22,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,88.1,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-22,,,,,,Probe/Sensor,pH,,,8.86,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-22,,,,,,Probe/Sensor,Salinity,,,0.09,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-22,,,,,,Probe/Sensor,Turbidity,,,40.8,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-22,,,,,,Probe/Sensor,"Temperature, water",,,19,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-22,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,196.85,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-29,,,,,,Probe/Sensor,Specific conductance,,,418.6,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-29,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,7.89,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-29,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,91.4,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-29,,,,,,Probe/Sensor,pH,,,9.88,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-29,,,,,,Probe/Sensor,Salinity,,,0.21,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-29,,,,,,Probe/Sensor,Turbidity,,,63.8,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-29,,,,,,Probe/Sensor,"Temperature, water",,,22.6,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-06-29,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,170.47,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-04,,,,,,Probe/Sensor,Specific conductance,,,163.3,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-04,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.75,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-04,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,99.37,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-04,,,,,,Probe/Sensor,Turbidity,,,21.7,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-04,,,,,,Probe/Sensor,"Temperature, water",,,21.5,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-04,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,108.8,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-10,,,,,,Probe/Sensor,Specific conductance,,,202.8,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-10,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.68,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-10,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,94.7,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-10,,,,,,Probe/Sensor,Turbidity,,,39.9,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-10,,,,,,Probe/Sensor,"Temperature, water",,,19.6,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-10,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,-586.4,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-17,,,,,,Probe/Sensor,Specific conductance,,,135.3,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-17,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.81,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-17,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,93.87,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-17,,,,,,Probe/Sensor,Turbidity,,,31.1,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-17,,,,,,Probe/Sensor,"Temperature, water",,,18.3,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-17,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,122.03,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-29,,,,,,Probe/Sensor,Specific conductance,,,136.13,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-29,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,10.36,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-29,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,97.27,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-29,,,,,,Probe/Sensor,pH,,,8.21,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-29,,,,,,Probe/Sensor,Turbidity,,,90.8,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-29,,,,,,Probe/Sensor,"Temperature, water",,,13.7,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-08-29,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,114.27,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-05,,,,,,Probe/Sensor,Specific conductance,,,195.53,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-05,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,9.8,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-05,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,95,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-05,,,,,,Probe/Sensor,pH,,,8.23,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-05,,,,,,Probe/Sensor,Turbidity,,,26.2,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-05,,,,,,Probe/Sensor,"Temperature, water",,,16.17,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-05,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,136.37,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-15,,,,,,Probe/Sensor,Specific conductance,,,175.67,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-15,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,10.11,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-15,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,96.23,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-15,,,,,,Probe/Sensor,pH,,,8.24,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-15,,,,,,Probe/Sensor,Turbidity,,,24.3,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-15,,,,,,Probe/Sensor,"Temperature, water",,,12.4,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-15,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,136.07,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-19,,,,,,Probe/Sensor,Specific conductance,,,164.87,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Lake Athabasca,58.711461,-111.0897642,NAD27,Lake/Pond,Lake Athabasca,Field Msr/Obs-Portable Data Logger,Surface water,2016-09-19,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,10.57,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
